key,value
"White",27920
"Black or African American",9658
"Not Specified",3876
"Unknown",3673
"Asian",533
"American Indian or Alaska Native",520
"Native Hawaiian or Other Pacific Islander",88
"Asian, Native Hawaiian, or Other Pacific Islander",0
"Multiple",0
