key,value
"White",81
"Unknown",28
"Black or African American",6
"American Indian or Alaska Native",2
"Asian",1
"Not Specified",1
"Asian, Native Hawaiian, or Other Pacific Islander",0
"Multiple",0
"Native Hawaiian or Other Pacific Islander",0
