key,value
"White",62131
"Black or African American",24321
"Not Specified",21845
"Unknown",9618
"Asian",1198
"American Indian or Alaska Native",1175
"Native Hawaiian or Other Pacific Islander",300
"Asian, Native Hawaiian, or Other Pacific Islander",0
"Multiple",0
