key,value
"White",2
"American Indian or Alaska Native",0
"Asian",0
"Asian, Native Hawaiian, or Other Pacific Islander",0
"Black or African American",0
"Multiple",0
"Native Hawaiian or Other Pacific Islander",0
"Not Specified",0
"Unknown",0
