key,value
"White",954049
"Not Specified",558280
"Black or African American",205605
"Unknown",109278
"Asian",51710
"American Indian or Alaska Native",7398
"Native Hawaiian or Other Pacific Islander",2776
"Asian, Native Hawaiian, or Other Pacific Islander",0
"Multiple",0
