key,value
"White",37156
"Black or African American",11197
"Unknown",3755
"Asian",2690
"Not Specified",1654
"American Indian or Alaska Native",504
"Native Hawaiian or Other Pacific Islander",245
"Asian, Native Hawaiian, or Other Pacific Islander",0
"Multiple",0
