key,value
"White",2071
"Black or African American",560
"Unknown",400
"Asian",150
"American Indian or Alaska Native",22
"Native Hawaiian or Other Pacific Islander",12
"Asian, Native Hawaiian, or Other Pacific Islander",0
"Multiple",0
"Not Specified",0
