key,value
"White",89
"Black or African American",21
"Not Specified",4
"Asian",1
"Unknown",1
"American Indian or Alaska Native",0
"Asian, Native Hawaiian, or Other Pacific Islander",0
"Multiple",0
"Native Hawaiian or Other Pacific Islander",0
