key,value
"White",290562
"Not Specified",175031
"Unknown",129740
"Black or African American",74451
"Asian",12115
"American Indian or Alaska Native",3133
"Native Hawaiian or Other Pacific Islander",1396
"Asian, Native Hawaiian, or Other Pacific Islander",0
"Multiple",0
