key,value
"Not Specified",122235
"White",34545
"Black or African American",7044
"Unknown",3780
"Asian",1575
"American Indian or Alaska Native",505
"Native Hawaiian or Other Pacific Islander",90
"Asian, Native Hawaiian, or Other Pacific Islander",0
"Multiple",0
