key,value
"Asian",6
"Unknown",2
"American Indian or Alaska Native",0
"Asian, Native Hawaiian, or Other Pacific Islander",0
"Black or African American",0
"Multiple",0
"Native Hawaiian or Other Pacific Islander",0
"Not Specified",0
"White",0
