key,value
"Not Specified",27963
"Unknown",8668
"White",7000
"Black or African American",2414
"Asian",483
"American Indian or Alaska Native",89
"Native Hawaiian or Other Pacific Islander",34
"Asian, Native Hawaiian, or Other Pacific Islander",0
"Multiple",0
