key,value
"American Indian or Alaska Native",11
"Not Specified",7
"Asian",0
"Asian, Native Hawaiian, or Other Pacific Islander",0
"Black or African American",0
"Multiple",0
"Native Hawaiian or Other Pacific Islander",0
"Unknown",0
"White",0
