key,value
"Black or African American",594077
"White",296817
"Unknown",150372
"Not Specified",144658
"Asian",8347
"American Indian or Alaska Native",6746
"Native Hawaiian or Other Pacific Islander",4747
"Asian, Native Hawaiian, or Other Pacific Islander",0
"Multiple",0
