key,value
"White",29
"Black or African American",18
"Native Hawaiian or Other Pacific Islander",9
"Asian",8
"Unknown",2
"American Indian or Alaska Native",0
"Asian, Native Hawaiian, or Other Pacific Islander",0
"Multiple",0
"Not Specified",0
