key,value
"White",32760
"Black or African American",8200
"Unknown",2762
"American Indian or Alaska Native",616
"Asian",523
"Native Hawaiian or Other Pacific Islander",111
"Asian, Native Hawaiian, or Other Pacific Islander",0
"Multiple",0
"Not Specified",0
