key,value
"Not Specified",56277
"White",22988
"Unknown",20491
"Black or African American",18264
"Asian",978
"American Indian or Alaska Native",425
"Native Hawaiian or Other Pacific Islander",256
"Asian, Native Hawaiian, or Other Pacific Islander",0
"Multiple",0
